32532,Orbitalna,23,67-200,Głogów
24035,Nowowiejska,114,58-200,Dzierżoniów
35228,Gabriela Narutowicza,16,67-200,Głogów
32453,Wileńska,12,67-200,Głogów
3313,Spółdzielcza,10,59-700,Bolesławiec
20865,Bielawska,15,58-200,Dzierżoniów
18412,Legionów,2,58-260,Bielawa
8596,Topolowa,6,59-700,Kruszyn
33477,Rycerska,4A,67-200,Głogów
32143,Akacjowa,52,67-200,Głogów
24570,Mikołaja Kopernika,156,00-000,Pieszyce
39252,Osiedlowa,21,67-200,Wilków
28720,Krótka,4,00-000,Myśliszów
5092,Kamionkowa,1,59-700,Bolesławiec
37257,Adama Mickiewicza,43,67-200,Głogów
4480,Powstańców Warszawy,1,59-700,Bolesławiec
34428,Klonowa,8,67-200,Głogów
24384,Księdza Dzierżonia,41,58-200,Dzierżoniów
20934,Złota,23,58-200,Dzierżoniów
33206,Osadników,48,67-200,Głogów
34867,Długa,50A,67-200,Głogów
32268,Długa,88,67-200,Głogów
8410,aleja Kasztanowa,24,59-700,Kruszyn
26142,Plac Piastów Śląskich,7,58-240,Piława Górna
6523,Bolesławiecka,37,59-707,Trzebień
16055,Lubańska,11,59-724,Osiecznica
22904,Orzechowa,6,58-200,Dzierżoniów
33232,Grunwaldzka,25,67-200,Głogów
22976,Parkowa,4C,58-200,Dzierżoniów
25123,Zamkowa,1,00-000,Pieszyce
4749,Stanisława Staszica,144,59-700,Bolesławiec
29938,Nowa,5,00-000,Łagiewniki
1246,Widok,31A,59-700,Bolesławiec
35073,Magazynowa,4,67-200,Głogów
2686,Zabobrze,18,59-700,Bolesławiec
4582,Artyleryjska,4,59-700,Bolesławiec
4345,Gabriela Narutowicza,10,59-700,Bolesławiec
960,Bolesława Chrobrego,10,59-700,Bolesławiec
10734,Mikołaja Kopernika,40,59-730,Wykroty
19242,Łabędzia,13,58-260,Bielawa
18420,Juliana Tuwima,49,58-260,Bielawa
23578,Osiedle Tęczowe,10e,58-200,Dzierżoniów
20689,Stefana Żeromskiego,1e,58-200,Dzierżoniów
22559,Rynek,53,58-200,Dzierżoniów
24949,Boczna,4,00-000,Pieszyce
26034,Stefana Okrzei,18,58-240,Piława Górna
25129,Zamkowa,27a,00-000,Pieszyce
4077,Łasicka,34,59-700,Bolesławiec
32429,Generała Tadeusza Rozwadowskiego,4,67-200,Głogów
134,Lipowa,1b,59-700,Bolesławiec
4761,Ceramiczna,61d,59-700,Bolesławiec
26079,Osiedlowa,2,58-240,Piława Górna
34593,Słodowa,32,67-200,Głogów
36687,Tadeusza Kościuszki,15a,67-200,Głogów
37097,Generała Władysława Sikorskiego,6,67-200,Głogów
6502,Turkusowa,28,59-700,Kruszyn
10267,11 Listopada,110,59-706,Gromadka
2263,Tulipanowa,64,59-700,Bolesławiec
33497,Wiśniowa,51,67-200,Głogów
35509,Fryderyka Chopina,7a,67-200,Głogów
18973,Rotmistrza Witolda Pileckiego,16,58-260,Bielawa
40234,Szkolna,6,67-210,Jaczów
23923,Jarzębinowa,8,58-200,Dzierżoniów
23662,Garbarska,4,58-200,Dzierżoniów
22048,Batalionów Chłopskich,71,58-200,Dzierżoniów
37296,Wierzbowa,7A,67-200,Głogów
26517,Henryka Sienkiewicza,108d,58-240,Piława Górna
10355,11 Listopada,17,59-706,Gromadka
18999,Osiedle XXV-lecia,32a,58-260,Bielawa
29939,Nowa,12,00-000,Łagiewniki
19589,Stefana Żeromskiego,21,58-260,Bielawa
800,Obrońców Helu,8b,59-700,Bolesławiec
12215,Rynek,8,00-000,Nowogrodziec
23499,Miodowa,10,58-200,Dzierżoniów
37075,Świerkowa,11,67-200,Głogów
26291,Henryka Sienkiewicza,86,58-240,Piława Górna
30466,Osiedle Wrocławskie,8,00-000,Łagiewniki
18615,Wolności,134,58-260,Bielawa
19435,Mikołaja Kopernika,13,58-260,Bielawa
1314,Konstantego Ildefonsa Gałczyńskiego,72,59-700,Bolesławiec
34596,Wawelska,5,67-200,Głogów
16729,Osiedle II,13,59-720,Iwiny
33602,Herkulesa,16,67-200,Głogów
1911,Gdańska,8,59-700,Bolesławiec
36606,Kowalska,6,67-200,Głogów
37669,Jana Nowaka Jeziorańskiego,17,67-200,Głogów
36304,Olimpijska,6,67-200,Głogów
32627,Połaniecka,9,67-200,Głogów
36038,Wileńska,21,67-200,Głogów
13909,1 Maja,25D,59-730,Nowogrodziec
2240,Spółdzielcza,1b,59-700,Bolesławiec
20754,Osiedle Złote,8a,58-200,Dzierżoniów
5460,Orzechowa,6,59-700,Kruszyn
3913,Adama Mickiewicza,14,59-700,Bolesławiec
26464,Bolesława Limanowskiego,15,58-240,Piława Górna
19468,Stefana Żeromskiego,61,58-260,Bielawa
2149,Wojciecha Korfantego,9D,59-700,Bolesławiec
22549,Batalionów Chłopskich,81,58-200,Dzierżoniów
37003,Legnicka,14,67-200,Głogów
38553,Tęczowa,32,67-200,Ruszowice
7805,Turkusowa,31a,59-700,Kruszyn
40974,Głogowska,11,67-222,Jerzmanowa
20699,Mikołaja Kopernika,38a,58-200,Dzierżoniów
866,Sierpnia 80,11,59-700,Bolesławiec
21395,Leona Kruczkowskiego,8,58-200,Dzierżoniów
9763,J. Słowackiego,6,59-706,Gromadka
20864,Poprzeczna,18,58-200,Dzierżoniów
29022,Spokojna,11,00-000,Piława Dolna
27294,Ogrodowa,1,00-000,Myśliszów
4024,Marii Konopnickiej,6,59-700,Bolesławiec
505,Bobrowa,11,59-700,Bolesławiec
27341,Wesoła,4,00-000,Kołaczów
28005,Szkolna,2D,00-000,Mościsko
15722,Tulipanowa,2,59-724,Osiecznica
13116,Adama Mickiewicza,43,00-000,Wykroty
37683,Gustawa Morcinka,27A,67-200,Głogów
19475,Marii Konopnickiej,24,58-260,Bielawa
21774,Batalionów Chłopskich,19e,58-200,Dzierżoniów
20618,Jałowcowa,3,58-200,Dzierżoniów
26577,Młynarska,33,58-240,Piława Górna
11919,Henryka Sienkiewicza,8,00-000,Nowogrodziec
19499,Obrońców Westerplatte,33B,58-260,Bielawa
2387,Michała Kutuzowa,18,59-700,Bolesławiec
907,Kalinowa,5,59-700,Bolesławiec
13332,Różana,4,00-000,Nowogrodziec
22914,Marszałka Józefa Piłsudskiego,11e,58-200,Dzierżoniów
18268,Obrońców Westerplatte,39,58-260,Bielawa
21039,Jesionowa,40,58-200,Dzierżoniów
18635,3 Maja,11,58-260,Bielawa
29610,Dolna,1,00-000,Łagiewniki
32996,Słowiańska,33,67-200,Głogów
25289,Władysława Hermana,31,00-000,Pieszyce
14205,Leśna,54,59-730,Nowogrodziec
8021,Orzechowa,9,59-700,Kruszyn
30367,Wiosenna,17,00-000,Łagiewniki
36645,Złota Podkowa,37,67-200,Głogów
33542,Rudnowska,3,67-200,Głogów
19261,Graniczna,8,58-260,Bielawa
13709,Wiśniowa,8,59-730,Milików
20978,Wrocławska,23,58-200,Dzierżoniów
23185,11 Listopada,36,58-200,Dzierżoniów
41249,Tulipanowa,10,67-210,Modła
33298,Mikołaja Reja,33,67-200,Głogów
22882,Stefana Żeromskiego,1c,58-200,Dzierżoniów
10342,Spokojna,7,59-706,Gromadka
35092,Aleja Wolności,42a,67-200,Głogów
37393,Adama Mickiewicza,51a,67-200,Głogów
36427,Wita Stwosza,8c,67-200,Głogów
38529,Brzozowa,9D,67-200,Serby
38203,Kolorowa,16a,67-200,Ruszowice
25864,Piotra Własta,17,58-250,Pieszyce
28728,Krótka,11,00-000,Piława Dolna
25802,Botwinowa,12,00-000,Pieszyce
20947,Podwalna,2,58-200,Dzierżoniów
5208,Pogodna,22,59-700,Bolesławiec
19539,Boczna,2,58-260,Bielawa
5149,gen. Józefa Bema,2,59-700,Bolesławiec
2315,Zygmunta Augusta,7a,59-700,Bolesławiec
37654,Jesienna,13,67-200,Głogów
9234,Kolonia Pietruszka,7,59-700,Ocice
6510,Rubinowa,4,59-700,Kruszyn
3850,Kresów II RP,3D,59-700,Bolesławiec
13439,Juliusza Słowackiego,29,59-730,Nowogrodziec
1987,Sierpnia 80,32,59-700,Bolesławiec
34572,Końcowa,3,67-200,Głogów
4435,Artyleryjska,3,59-700,Bolesławiec
35421,Folwarczna,52A,67-200,Głogów
20529,Komandora Stefana Frankowskiego,22-22a,58-260,Bielawa
28451,Piastowska,32,00-000,Kołaczów
40527,Orzechowa,11,67-222,Jerzmanowa
23415,Osiedle Słoneczne,2,58-200,Dzierżoniów
13705,Stanisława Moniuszki,20,59-730,Nowogrodziec
34350,Jana Matejki,6,67-200,Głogów
37925,Cytrynowa,8,67-200,Ruszowice
5061,Romualda Traugutta,9,59-700,Bolesławiec
26269,Osiedle Małe,2,58-240,Piława Górna
34388,Galileusza,9,67-200,Głogów
33447,Armii Krajowej,20,67-200,Głogów
21481,Osiedle Kolorowe,10a,58-200,Dzierżoniów
40365,Wiosenna,13,67-210,Modła
40532,Głogowska,19a,67-222,Jerzmanowa
29591,Adama Mickiewicza,13,00-000,Łagiewniki
32176,Lotników,15,67-200,Głogów
19447,Tulipanowa,1-3-5-7,58-260,Bielawa
37792,Kościelna,11,67-200,Serby
4093,Jemiołowa,25,59-700,Bolesławiec
23395,Wrocławska,22,58-200,Dzierżoniów
24646,Mikołaja Kopernika,139,00-000,Pieszyce
22395,Batalionów Chłopskich,22b,58-200,Dzierżoniów
28466,Główna,2d,00-000,Piława Dolna
36422,Rynek,2,67-200,Głogów
28134,Tadeusza Kościuszki,51,00-000,Marianówek
2177,Stanisława Staszica,70,59-700,Bolesławiec
37738,Juliusza Kossaka,3,67-200,Głogów
26229,Osiedle Młyńskie,25,58-240,Piława Górna
20571,Bolesława Chrobrego,24,58-260,Bielawa
1045,Słoneczna,2,59-700,Bolesławiec
31554,Batalionów Chłopskich,18,00-000,Przerzeczyn-Zdrój
23987,Wrocławska,6,58-200,Dzierżoniów
35786,Gwiaździsta,38,67-200,Głogów
25165,Mikołaja Kopernika,97,00-000,Pieszyce
13717,Zielona,18,59-730,Nowogrodziec
16007,Szkolna,22A,59-726,Świętoszów
23332,Pieszycka,5,58-200,Dzierżoniów
39523,Parkowa,9A,67-200,Serby
37114,Generała Władysława Sikorskiego,34,67-200,Głogów
14046,Kolonia,7,59-730,Milików
31229,Rynek,29,58-230,Niemcza
39788,Brzoskwiniowa,29,67-200,Ruszowice
33642,Olimpijska,15,67-200,Głogów
2836,Kazimierza Wielkiego,43,59-700,Bolesławiec
29709,Stefanii Zboińskiej,22,00-000,Łagiewniki
1206,Brzozowa,11b,59-700,Bolesławiec
21641,Ząbkowicka,39,58-200,Dzierżoniów
26387,Stefana Okrzei,4,58-240,Piława Górna
31479,Gumińska,3,58-230,Niemcza
40145,Wiosenna,8,67-210,Jaczów
28078,Widokowa,9,00-000,Włóki
39727,Długa,46A,67-210,Przedmoście
19623,Osiedle Europejskie,16,58-260,Bielawa
37880,Kwiatowa,16,67-200,Serby
33229,Złota Podkowa,77,67-200,Głogów
25509,Inne Rościszów,45,00-000,Pieszyce
18300,Wysoka,45,58-260,Bielawa
38186,Spacerowa,10,67-200,Przedmoście
35723,Słodowa,8a,67-200,Głogów
38645,Spółdzielcza,2,67-200,Wilków
33117,Końcowa,5A,67-200,Głogów
14753,Malinowa,4,59-726,Świętoszów
21597,Juliusza Słowackiego,20,58-200,Dzierżoniów
40174,Wierzbowa,7,67-210,Jaczów
23567,Osiedle Jasne,11b,58-200,Dzierżoniów
24900,Nadbrzeżna,2,00-000,Pieszyce
11594,Pocztowa,4,00-000,Wykroty
2096,Bolesława Prusa,32,59-700,Bolesławiec
38651,Zielona,18,67-200,Serby
25148,Świdnicka,32,00-000,Pieszyce
38526,Miodowa,6,67-200,Ruszowice
40757,Porzeczkowa,11,67-222,Jerzmanowa
24878,Henryka Brodatego,4,00-000,Pieszyce
18720,Stefana Żeromskiego,34b,58-260,Bielawa
1661,Ogrodowa,14a,59-700,Bolesławiec
4036,Cisowa,12,59-700,Bolesławiec
35908,Perseusza,44,67-200,Głogów
17360,Osiedle II,18,59-720,Iwiny
155,Ptasia,45,59-700,Bolesławiec
26306,Stefana Okrzei,36a,58-240,Piława Górna
22268,Groszkowa,11,58-200,Dzierżoniów
30005,Wierzbowa,23,00-000,Łagiewniki
41203,Truskawkowa,11,67-222,Jerzmanowa
38339,Tęczowa,38,67-200,Ruszowice
22270,Brzegowa,10,58-200,Dzierżoniów
2463,Gdańska,31f,59-700,Bolesławiec
26609,Henryka Sienkiewicza,80a,58-240,Piława Górna
33578,Armii Krajowej,9h,67-200,Głogów
23607,Parkowa,9,58-200,Dzierżoniów
3098,aleja Tysiąclecia,13,59-700,Bolesławiec
20588,Bolesława Chrobrego,23,58-260,Bielawa
21176,Batalionów Chłopskich,37,58-200,Dzierżoniów
41218,Świerkowa,9,67-222,Jerzmanowa
26560,Kośmińska,41b,58-240,Piława Górna
18006,Piastowska,26,58-260,Bielawa
3173,Jemiołowa,6,59-700,Bolesławiec
17989,Komandora Stefana Frankowskiego,3a,58-260,Bielawa
1597,Mikołaja Brody,2a,59-700,Bolesławiec
20768,Świdnicka,54,58-200,Dzierżoniów
24141,Adama Asnyka,9,58-200,Dzierżoniów
37741,Końcowa,8B,67-200,Głogów
35089,Poczdamska,3f,67-200,Głogów
32380,Perseusza,86,67-200,Głogów
19682,Władysława Grabskiego,3b,58-260,Bielawa
20543,Kazimierza Pułaskiego,8,58-260,Bielawa
23220,Osiedle Różane,12a,58-200,Dzierżoniów
28162,Dzierżoniowska,4,00-000,Mościsko
12529,Leśna,1,00-000,Nowogrodziec
797,Podgórna,5,59-700,Bolesławiec
28573,Dzierżoniowska,3b,00-000,Mościsko
5209,Pogodna,24,59-700,Bolesławiec
645,Dolne Młyny,34,59-700,Bolesławiec
14504,Młyńska,14 D,59-730,Nowogrodziec
41142,Kręta,7A,67-210,Jaczów
35888,Tarnopolska,21,67-200,Głogów
31174,Słowiańska,10,58-230,Niemcza
25706,Boczna,6a,00-000,Pieszyce
28013,Stawowa,14,00-000,Myśliszów
11152,Mieczysławy Ćwiklińskiej,3,00-000,Nowogrodziec
24278,Morelowa,8,58-200,Dzierżoniów
14177,Juliusza Słowackiego,12,59-730,Nowogrodziec
37036,Legnicka,5,67-200,Głogów
26360,Tulipanowa,4,58-240,Piława Górna
21319,Leopolda Staffa,10,58-200,Dzierżoniów
41494,Alpejska,6,67-210,Modła
35704,Merkurego,20,67-200,Głogów
886,Bukowa,5,59-700,Bolesławiec
28142,Długa,12,00-000,Nowizna
4561,Romualda Traugutta,20,59-700,Bolesławiec
36247,Budziszyńska,23,67-200,Głogów
21516,Brzozowa,19,58-200,Dzierżoniów
3610,Sierpnia 80,20,59-700,Bolesławiec
20568,Bolesława Chrobrego,28,58-260,Bielawa
4458,Gdańska,61,59-700,Bolesławiec
21768,Jesienna,5,58-200,Dzierżoniów
26454,Młynarska,15,58-240,Piława Górna
28307,Łąkowa,2,00-000,Nowizna
33736,Królowej Jadwigi,7,67-200,Głogów
18400,Słowiańska,5,58-260,Bielawa
28180,Łąkowa,6,00-000,Nowizna
5193,Sokola,18,59-700,Bolesławiec
26179,Dalsza,2,58-240,Piława Górna
37441,Świętej Jadwigi Śląskiej,2,67-200,Głogów
27890,Lipowa,5a,00-000,Kołaczów
8780,Jodłowa,3b,59-700,Kruszyn
4469,Zabobrze,9,59-700,Bolesławiec
37120,Generała Władysława Sikorskiego,40,67-200,Głogów
1898,Fabryczna,1d,59-700,Bolesławiec
15549,Klonowa,22a,59-724,Osiecznica
15417,Klonowa,15,59-724,Osiecznica
26476,Herbaciana,2b,58-240,Piława Górna
13544,Różana,10,59-730,Nowogrodziec
761,Różana,35,59-700,Bolesławiec
35892,Złota Podkowa,21,67-200,Głogów
19448,Tadeusza Kościuszki,4A,58-260,Bielawa
36795,Rudnowska,107,67-200,Głogów
636,Stefana Batorego,6,59-700,Bolesławiec
8670,Główna,25,59-700,Kruszyn
35358,Morelowa,2a,67-200,Głogów
31288,Piastowska,3,58-230,Niemcza
39568,Źródlana,8,67-200,Szczyglice
18197,Stanisława Staszica,28,58-260,Bielawa
428,Hugo Kołłątaja,28,59-700,Bolesławiec
6871,Strażacka,3,59-707,Trzebień
2599,Gdańska,30b,59-700,Bolesławiec
36287,Orzechowa,13,67-200,Głogów
14349,Krótka,6C,59-730,Wykroty
18470,Strażacka,4b,58-260,Bielawa
20434,Osiedle Podgórskie,32,58-260,Bielawa
40472,Szkolna,20,67-210,Jaczów
1117,Polna,12,59-700,Bolesławiec
25992,Osiedle Młyńskie,41,58-240,Piława Górna
20256,Wodna,10,58-260,Bielawa
19622,Boczna,16,58-260,Bielawa
2299,Czerwonych Maków,26,59-700,Bolesławiec
21536,Akacjowa,7,58-200,Dzierżoniów
438,Stefana Starzyńskiego,3,59-700,Bolesławiec
28417,Wąska,10,00-000,Nowizna
7663,Bursztynowa,11,59-700,Kruszyn
20840,Nowowiejska,148,58-200,Dzierżoniów
36977,Obrońców Pokoju,30b,67-200,Głogów
24168,Nowowiejska,71,58-200,Dzierżoniów
24050,Osiedle Jasne,3c,58-200,Dzierżoniów
13154,Parkowa,2,00-000,Nowogrodziec
40188,Parkowa,8,67-222,Jerzmanowa
18856,Wschodnia,25,58-260,Bielawa
26018,Kasztanowa,2a,58-240,Piława Górna
40939,Ruszowicka,6,67-210,Jaczów
25926,1 Maja,15,58-250,Pieszyce
21491,Bielawska,18,58-200,Dzierżoniów
25136,Osiedle Górskie,14,00-000,Pieszyce
24699,Mikołaja Kopernika,69,00-000,Pieszyce
21193,Rumiankowa,10,58-200,Dzierżoniów
25630,Mikołaja Kopernika,12a,00-000,Pieszyce
3397,Józefa Ignacego Kraszewskiego,16,59-700,Bolesławiec
2933,Gdańska,30d,59-700,Bolesławiec
31335,Stefana Okrzei,3,58-230,Niemcza
39365,Wąska,7,67-200,Przedmoście
11153,Mieczysławy Ćwiklińskiej,6a,00-000,Nowogrodziec
8353,Klonowa,29,59-700,Kruszyn
22530,Rzeźnicza,2d,58-200,Dzierżoniów
18622,Wolności,76,58-260,Bielawa
32209,Wiosenna,7,67-200,Głogów
29041,Modrzewiowa,4,00-000,Józefówek
3868,Heleny i Wincentego Tyrankiewiczów,14,59-700,Bolesławiec
33036,Gustawa Morcinka,18d,67-200,Głogów
36547,Saturna,64,67-200,Głogów
4874,Rzemieślnicza,1A,59-700,Bolesławiec
31659,Tadeusza Kościuszki,15,58-230,Niemcza
33945,Perseusza,60,67-200,Głogów
35226,Władysława Łokietka,6,67-200,Głogów
2045,Śluzowa,11b,59-700,Bolesławiec
19802,Bohaterów Getta,43,58-260,Bielawa
38523,Tęczowa,40,67-200,Ruszowice
37831,Główna,90,67-200,Serby
34933,Wioślarska,11,67-200,Głogów
34345,Na Uroczysku,1,67-200,Głogów
40530,Głogowska,17,67-222,Jerzmanowa
12383,Adama Asnyka,12,00-000,Nowogrodziec
20487,Obrońców Westerplatte,69,58-260,Bielawa
23710,Kasztanowa,27,58-200,Dzierżoniów
25973,Osiedle Młyńskie,44,58-240,Piława Górna
22590,Brzegowa,87,58-200,Dzierżoniów
20696,Świdnicka,25,58-200,Dzierżoniów
24545,Kościelna,2a,00-000,Pieszyce
24946,Inne Rościszów,39b,00-000,Pieszyce
12905,Partyzantów,9,59-730,Zagajnik
33300,Dobra,1,67-200,Głogów
37903,Krzywa,7,67-200,Przedmoście
37250,Mechaniczna,20,67-200,Głogów
4658,Jodłowa,3,59-700,Bolesławiec
2333,Zaułek Sasanek,3,59-700,Bolesławiec
19103,Lipowa,4A,58-260,Bielawa
33998,Galla Anonima,6A,67-200,Głogów
28324,Główna,75,00-000,Piława Dolna
38211,Długa,65a,67-200,Przedmoście
39196,Parkowa,11,67-200,Serby
38807,Tęczowa,10,67-200,Ruszowice
18289,Wiejska,16,58-260,Bielawa
2850,Widok,18,59-700,Bolesławiec
19633,Elizy Orzeszkowej,32,58-260,Bielawa
32137,Stanisława Wyspiańskiego,19,67-200,Głogów
114,Jana Kilińskiego,7c,59-700,Bolesławiec
33942,Perseusza,54,67-200,Głogów
21991,Osiedle Tęczowe,5a,58-200,Dzierżoniów
3151,aleja Tysiąclecia,22,59-700,Bolesławiec
8658,aleja Kasztanowa,65,59-700,Kruszyn
19978,Ludwika Waryńskiego,1,58-260,Bielawa
33941,Władysława Łokietka,40,67-200,Głogów
4954,Karkonoska,12,59-700,Bolesławiec
19513,Juliusza Słowackiego,37,58-260,Bielawa
31977,Batalionów Chłopskich,11,58-230,Niemcza
9850,Słoneczna,10,59-706,Gromadka
23180,Wrocławska,17,58-200,Dzierżoniów
17988,Słoneczna,11,58-260,Bielawa
37376,Wierzbowa,1,67-200,Głogów
10776,Główna,48,00-000,Wykroty
2693,Mikołaja Kopernika,28,59-700,Bolesławiec
2564,Grunwaldzka,7B,59-700,Bolesławiec
19052,Tadeusza Kościuszki,30,58-260,Bielawa
29707,Ślężna,21,00-000,Oleszna
40828,Porzeczkowa,13,67-222,Jerzmanowa
15715,Brzozowa,13,59-726,Świętoszów
